"IDN4";"NM4";"IDN3";"NM3";"IDN2";"NM2";"KATEGORIA";"TXT";"POINT_X";"POINT_Y"
526576;"Hnilèík";810;"Spišská Nová Ves";8;"Košickı  kraj";"obec";;-311850.59;-1222030.51
504904;"Štefanov";205;"Senica";2;"Trnavskı kraj";"obec";;-560956.92;-1222522.82
525618;"Dedinky";808;"Roòava";8;"Košickı  kraj";"obec";;-326255.87;-1219982.04
544116;"Èaklov";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-234718.31;-1219852.61
508985;"Selce";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-413144.03;-1225626.68
524808;"Lúèina";707;"Prešov";7;"Prešovskı kraj";"obec";;-249235.26;-1221266.76
514438;"Ve¾ká Èausa";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-450449.25;-1221319.87
504289;"Bukovec";303;"Myjava";3;"Trenèiansky kraj";"obec";;-539032.29;-1222258.1
504823;"Smolinské";205;"Senica";2;"Trnavskı kraj";"obec";;-565918.01;-1222086.24
506150;"Krajné";303;"Myjava";3;"Trenèiansky kraj";"obec";;-525149.16;-1223121.35
543187;"Jaklovce";801;"Gelnica";8;"Košickı  kraj";"obec";;-281542.55;-1221655.34
504335;"Dojè";205;"Senica";2;"Trnavskı kraj";"obec";;-556661.03;-1222901.7
504700;"Prietr";205;"Senica";2;"Trnavskı kraj";"obec";;-543136.55;-1224408.88
504203;"Senica";205;"Senica";2;"Trnavskı kraj";"okresné mesto";;-548601.91;-1223362.79
559547;"Jasenov";702;"Humenné";7;"Prešovskı kraj";"obec";;-214649.13;-1220871.22
520349;"Kamienka";702;"Humenné";7;"Prešovskı kraj";"obec";;-207652.67;-1221169.17
514098;"Kocurany";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-461651.9;-1221195.86
520934;"Uliè";709;"Snina";7;"Prešovskı kraj";"obec";;-176084.21;-1216023.9
508608;"He¾pa";603;"Brezno";6;"Banskobystrickı kraj";"obec";;-356363.68;-1218631.78
518522;"Haniska";707;"Prešov";7;"Prešovskı kraj";"obec";;-262654.24;-1213027.74
508446;"Bacúch";603;"Brezno";6;"Banskobystrickı kraj";"obec";;-368327.27;-1218527.03
524646;"Klenov";707;"Prešov";7;"Prešovskı kraj";"obec";;-276596.17;-1216020.95
508896;"Pohronskı Bukovec";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-400044.86;-1218714.18
528871;"Merník";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-233569.51;-1215433.29
505579;"Timoradza";301;"Bánovce nad Bebravou";3;"Trenèiansky kraj";"obec";;-483830.9;-1214747.37
525448;"Záborské";707;"Prešov";7;"Prešovskı kraj";"obec";;-259365.53;-1215044.8
528757;"Jastrabie nad Top¾ou";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-236300.29;-1216297.04
504611;"Petrova Ves";206;"Skalica";2;"Trnavskı kraj";"obec";;-563410.47;-1217377.63
504548;"Lopašov";206;"Skalica";2;"Trnavskı kraj";"obec";;-550578.42;-1215319.95
509124;"Závadka nad Hronom";603;"Brezno";6;"Banskobystrickı kraj";"obec";;-360733.89;-1219572.56
524638;"Kendice";707;"Prešov";7;"Prešovskı kraj";"obec";;-262860.61;-1216806.53
513971;"Dlín";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-463504.49;-1216582.81
543713;"Vítkovce";810;"Spišská Nová Ves";8;"Košickı  kraj";"obec";;-301027.95;-1214518.16
526291;"Stratená";808;"Roòava";8;"Košickı  kraj";"obec";;-329391.79;-1219295.37
543306;"Lieskovany";810;"Spišská Nová Ves";8;"Košickı  kraj";"obec";;-309546.54;-1214123.77
514209;"Nedoery-Brezany";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-453826.25;-1216190.62
506478;"Selec";309;"Trenèín";3;"Trenèiansky kraj";"obec";;-501950.68;-1216020.37
514128;"Lazany";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-455504.26;-1216267.26
543331;"Markušovce";810;"Spišská Nová Ves";8;"Košickı  kraj";"obec";;-307926.0;-1215579.56
520748;"Ruská Volová";709;"Snina";7;"Prešovskı kraj";"obec";;-180545.51;-1217852.73
543250;"Kolinovce";810;"Spišská Nová Ves";8;"Košickı  kraj";"obec";;-291217.73;-1215004.44
525014;"Petrovany";707;"Prešov";7;"Prešovskı kraj";"obec";;-261568.15;-1217677.12
506591;"Trenèianske Jastrabie";309;"Trenèín";3;"Trenèiansky kraj";"obec";;-492864.05;-1215044.72
524581;"Janov";707;"Prešov";7;"Prešovskı kraj";"obec";;-267460.93;-1215036.04
514071;"Kanianka";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-458013.28;-1216243.29
520501;"Myslina";702;"Humenné";7;"Prešovskı kraj";"obec";;-217972.42;-1216451.04
529117;"Vyšnı Kazimír";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-230705.59;-1216599.72
512141;"Èremošné";509;"Turèianske Teplice";5;"ilinskı kraj";"obec";;-434461.61;-1214787.95
544086;"Benkovce";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-228533.03;-1215622.54
503843;"Kajal";202;"Galanta";2;"Trnavskı kraj";"obec";;-522794.12;-1281228.87
502766;"Starı Tekov";402;"Levice";4;"Nitriansky  kraj";"obec";;-467201.25;-1279304.81
528595;"Bratislava-Staré Mesto";101;"Bratislava I";1;"Bratislavskı kraj";"obec - mestská èas Bratislava, Košice";;-572810.69;-1280281.87
528439;"Kouchov";811;"Trebišov";8;"Košickı  kraj";"obec";;-229181.9;-1258301.76
515051;"Kociha";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-360983.61;-1261027.66
508233;"Stupava";106;"Malacky";1;"Bratislavskı kraj";"mesto";;-577742.92;-1265936.43
514721;"Gemer";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-333786.68;-1266001.27
502073;"Bielovce";402;"Levice";4;"Nitriansky  kraj";"obec";;-451539.45;-1308747.37
501824;"Okoè";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-524305.16;-1314181.39
501867;"Padáò";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-533279.08;-1308863.93
501280;"Nesvady";401;"Komárno";4;"Nitriansky  kraj";"mesto";"Mesto od 1.1.2020";-500223.8;-1312078.81
501964;"Trstená na Ostrove";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-547083.57;-1308544.59
502472;"Ke";402;"Levice";4;"Nitriansky  kraj";"obec";;-467211.74;-1310503.95
503169;"Dubník";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-478857.29;-1310520.77
502677;"Pohronskı Ruskov";402;"Levice";4;"Nitriansky  kraj";"obec";;-460793.48;-1310309.1
501450;"Baka";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-545249.18;-1310143.77
501573;"Gabèíkovo";201;"Dunajská Streda";2;"Trnavskı kraj";"mesto";;-541595.0;-1312147.39
501344;"Sokolce";401;"Komárno";4;"Nitriansky  kraj";"obec";;-523431.96;-1318334.32
503568;"Svodín";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-472815.44;-1315725.05
501522;"Ve¾kı Meder";201;"Dunajská Streda";2;"Trnavskı kraj";"mesto";;-527631.18;-1317356.56
503088;"Bíòa";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-462051.79;-1315810.64
503100;"Bruty";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-466650.19;-1315343.33
503550;"Strekov";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-478911.78;-1316609.15
503541;"Sikenièka";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-458881.94;-1314726.67
501069;"Brestovec";401;"Komárno";4;"Nitriansky  kraj";"obec";;-523496.15;-1317335.06
555819;"Bodzianske Lúky";401;"Komárno";4;"Nitriansky  kraj";"obec";;-517859.26;-1314859.5
500283;"Hostie";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-472243.92;-1255707.19
522503;"Choòkovce";809;"Sobrance";8;"Košickı  kraj";"obec";;-190275.69;-1235968.39
514616;"Èierny Potok";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-361702.94;-1281743.66
518140;"Niná Hutka";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-255643.5;-1246865.43
503533;"Semerovo";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-482276.95;-1304256.25
500577;"Mojmírovce";403;"Nitra";4;"Nitriansky  kraj";"obec";;-502619.3;-1279949.51
524549;"Chmiòany";707;"Prešov";7;"Prešovskı kraj";"obec";;-275602.93;-1207642.79
513831;"Klin nad Bodrogom";811;"Trebišov";8;"Košickı  kraj";"obec";;-230220.0;-1278354.35
502324;"Hronovce";402;"Levice";4;"Nitriansky  kraj";"obec";;-460282.1;-1306511.23
543756;"Slovenské Nové Mesto";811;"Trebišov";8;"Košickı  kraj";"obec";;-234117.08;-1276425.29
522589;"Kalua";807;"Michalovce";8;"Košickı  kraj";"obec";;-207768.11;-1232397.21
527122;"Belejovce";712;"Svidník";7;"Prešovskı kraj";"obec";;-238635.66;-1167619.84
525278;"Štefanovce";707;"Prešov";7;"Prešovskı kraj";"obec";;-281821.35;-1203139.35
520365;"Klenová";709;"Snina";7;"Prešovskı kraj";"obec";;-183040.15;-1217902.36
525871;"Krásnohorské Podhradie";808;"Roòava";8;"Košickı  kraj";"obec";;-312059.74;-1244722.42
528421;"Kazimír";811;"Trebišov";8;"Košickı  kraj";"obec";;-239935.64;-1261755.93
502995;"emberovce";402;"Levice";4;"Nitriansky  kraj";"obec";;-451535.15;-1279175.45
598119;"Košice-Kaveèany";802;"Košice I";8;"Košickı  kraj";"obec - mestská èas Bratislava, Košice";;-266163.1;-1233260.13
501221;"Lipové";401;"Komárno";4;"Nitriansky  kraj";"obec";;-521305.65;-1319909.65
520322;"Kalná Roztoka";709;"Snina";7;"Prešovskı kraj";"obec";;-183558.7;-1215833.84
500151;"Èierne K¾aèany";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-474557.05;-1266812.92
511269;"Breznièka";607;"Poltár";6;"Banskobystrickı kraj";"obec";;-376764.85;-1266723.9
525758;"Hrušov";808;"Roòava";8;"Košickı  kraj";"obec";;-309325.71;-1252467.96
555606;"Macov";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-551222.86;-1296784.69
581623;"Babindol";403;"Nitra";4;"Nitriansky  kraj";"obec";;-488659.59;-1272730.96
518603;"Lišov";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-442732.77;-1283347.31
545635;"Horné Lefantovce";403;"Nitra";4;"Nitriansky  kraj";"obec";;-494144.16;-1257185.85
582638;"Malá Maèa";202;"Galanta";2;"Trnavskı kraj";"obec";;-533340.85;-1275971.55
582549;"Novı Svet";108;"Senec";1;"Bratislavskı kraj";"obec";;-545521.94;-1275824.16
582697;"Bádice";403;"Nitra";4;"Nitriansky  kraj";"obec";;-495586.28;-1259933.11
582522;"Potônske Lúky";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-538681.39;-1290005.95
500267;"Záhorie (vojenskı obvod)";106;"Malacky";1;"Bratislavskı kraj";"enkláva - nezobrazuje sa";;-568724.25;-1260323.13
582000;"Bratislava";;;1;"Bratislavskı kraj";"hlavné mesto";;-572754.75;-1279766.13
543667;"Teplièka";810;"Spišská Nová Ves";8;"Košickı  kraj";"obec";;-310978.49;-1216102.18
543667;"Teplièka";810;"Spišská Nová Ves";8;"Košickı  kraj";"enkláva - nezobrazuje sa";;-312929.83;-1219030.78
526321;"Turèok";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-344792.01;-1244044.2
523607;"Kríová Ves";703;"Kemarok";7;"Prešovskı kraj";"obec";;-316476.83;-1184645.27
529028;"Prosaèov";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-240815.81;-1204387.94
599981;"Košice";;;8;"Košickı  kraj";"krajské mesto";;-262590.49;-1239193.1
526720;"Hniezdne";710;"Stará ¼ubovòa";7;"Prešovskı kraj";"obec";;-305179.12;-1172557.14
505404;"Prese¾any";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-497135.81;-1253389.94
521108;"Zemplínske Hámre";709;"Snina";7;"Prešovskı kraj";"obec";;-196080.96;-1216774.12
524000;"Ve¾ká Lomnica";703;"Kemarok";7;"Prešovskı kraj";"obec";;-326308.98;-1192597.09
524921;"Ninı Slavkov";708;"Sabinov";7;"Prešovskı kraj";"obec";;-290560.0;-1195944.17
518409;"Hontianske Moravce";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-444092.46;-1287586.74
515922;"Èelovce";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-422562.2;-1289670.08
503126;"Èerník";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-491010.65;-1287378.26
503771;"Horné Saliby";202;"Galanta";2;"Trnavskı kraj";"obec";;-526489.36;-1287614.14
503690;"Èierna Voda";202;"Galanta";2;"Trnavskı kraj";"obec";;-533593.5;-1286533.25
511625;"Muèín";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-380773.28;-1285850.26
501913;"Štvrtok na Ostrove";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-555996.72;-1287627.88
503223;"Jatov";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-505887.95;-1288741.8
514667;"Dròa";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-349839.4;-1285795.14
508098;"Miloslavov";108;"Senec";1;"Bratislavskı kraj";"obec";;-560027.74;-1286548.83
503363;"Maòa";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-486278.91;-1287982.68
503282;"Komjatice";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-494935.21;-1286811.4
514861;"Hostice";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-353710.37;-1288354.11
514811;"Hajnáèka";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-362136.12;-1290284.9
508209;"Rovinka";108;"Senec";1;"Bratislavskı kraj";"obec";;-564966.49;-1286610.22
511331;"Èamovce";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-366900.46;-1286232.49
511897;"Šurice";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-365020.39;-1288672.3
503606;"Trávnica";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-482817.43;-1290042.15
515973;"Dolné Plachtince";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-410279.55;-1288665.44
545333;"Dunajská Luná";108;"Senec";1;"Bratislavskı kraj";"obec";;-563301.06;-1289024.39
514764;"Gemerské Dechtáre";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-355800.64;-1287132.55
516228;"Mu¾a";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-394017.93;-1290597.49
511722;"Pleš";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-377185.59;-1287514.52
518867;"Terany";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-440752.31;-1288412.85
556777;"Jesenské";402;"Levice";4;"Nitriansky  kraj";"obec";;-477033.16;-1287594.03
502570;"Mıtne Ludany";402;"Levice";4;"Nitriansky  kraj";"obec";;-458297.24;-1289094.85
502952;"Vyšné nad Hronom";402;"Levice";4;"Nitriansky  kraj";"obec";;-464097.35;-1288725.73
501620;"Hubice";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-552818.34;-1288340.75
529443;"Bratislava-Jarovce";105;"Bratislava V";1;"Bratislavskı kraj";"obec - mestská èas Bratislava, Košice";;-574129.21;-1289592.07
580554;"Èenkovce";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-549990.55;-1287437.82
525553;"Bohúòovo";808;"Roòava";8;"Košickı  kraj";"obec";;-328241.59;-1259240.03
507768;"Zavar";207;"Trnava";2;"Trnavskı kraj";"obec";;-529592.8;-1261935.81
528501;"Lastovce";811;"Trebišov";8;"Košickı  kraj";"obec";;-236416.44;-1260899.14
580473;"Biely Kostol";207;"Trnava";2;"Trnavskı kraj";"obec";;-540060.91;-1259351.67
514659;"Drienèany";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-351541.58;-1261387.79
528617;"Novosad";811;"Trebišov";8;"Košickı  kraj";"obec";;-228119.4;-1262745.81
507521;"Sasinkovo";203;"Hlohovec";2;"Trnavskı kraj";"obec";;-516316.36;-1260820.19
528391;"Ikovce";807;"Michalovce";8;"Košickı  kraj";"obec";;-212168.43;-1259962.77
514586;"Budikovany";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-350063.72;-1261027.86
515311;"Polina";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-341147.44;-1260626.34
500704;"Rišòovce";403;"Nitra";4;"Nitriansky  kraj";"obec";;-513044.58;-1261536.79
518166;"Babiná";611;"Zvolen";6;"Banskobystrickı kraj";"obec";;-424341.25;-1261892.35
525626;"Dlhá Ves";808;"Roòava";8;"Košickı  kraj";"obec";;-324486.11;-1261572.29
580252;"Milhos";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-263008.89;-1259727.84
528374;"Hrèe¾";811;"Trebišov";8;"Košickı  kraj";"obec";;-231975.35;-1262886.21
580546;"Orovnica";612;"arnovica";6;"Banskobystrickı kraj";"obec";;-461346.88;-1263692.51
515299;"Petrovce";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-357514.28;-1293806.67
521477;"Chrastné";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-255820.39;-1231918.62
502782;"Šahy";402;"Levice";4;"Nitriansky  kraj";"mesto";;-438039.89;-1301231.79
516538;"Vrbovka";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-403597.38;-1301447.54
513725;"Tuchyòa";302;"Ilava";3;"Trenèiansky kraj";"obec";;-482978.3;-1189091.07
509442;"Rudinská";504;"Kysucké Nové Mesto";5;"ilinskı kraj";"obec";;-443917.72;-1161889.44
504530;"Letnièie";206;"Skalica";2;"Trnavskı kraj";"obec";;-562134.88;-1218626.06
543489;"Poráè";810;"Spišská Nová Ves";8;"Košickı  kraj";"obec";;-301064.32;-1219469.88
508764;"Medzibrod";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-402139.56;-1223324.55
557706;"Lipník";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-449353.72;-1221158.04
514021;"Chrenovec-Brusno";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-448105.55;-1221208.23
504777;"Rovensko";205;"Senica";2;"Trnavskı kraj";"obec";;-547901.07;-1219574.96
505978;"Dubodiel";309;"Trenèín";3;"Trenèiansky kraj";"obec";;-493585.73;-1219270.46
525332;"Tuhrina";707;"Prešov";7;"Prešovskı kraj";"obec";;-250951.96;-1220269.86
559598;"Haín nad Cirochou";702;"Humenné";7;"Prešovskı kraj";"obec";;-210260.06;-1218380.84
508829;"Nemecká";603;"Brezno";6;"Banskobystrickı kraj";"obec";;-397340.23;-1221275.29
526631;"Závadka";801;"Gelnica";8;"Košickı  kraj";"obec";;-308782.03;-1221049.28
525634;"Dobšiná";808;"Roòava";8;"Košickı  kraj";"mesto";;-327733.3;-1225034.09
506125;"Koèovce";304;"Nové Mesto nad Váhom";3;"Trenèiansky kraj";"obec";;-509942.19;-1219906.95
506672;"Višòové";304;"Nové Mesto nad Váhom";3;"Trenèiansky kraj";"obec";;-520035.57;-1221125.27
524301;"Èervenica";707;"Prešov";7;"Prešovskı kraj";"obec";;-247862.15;-1221635.88
528609;"Ninı ipov";811;"Trebišov";8;"Košickı  kraj";"obec";;-235435.73;-1256112.82
520241;"Hudcovce";702;"Humenné";7;"Prešovskı kraj";"obec";;-222876.28;-1220492.42
529141;"Sedliská";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-227656.76;-1220586.64
506141;"Kostolné";303;"Myjava";3;"Trenèiansky kraj";"obec";;-523119.1;-1219561.06
508934;"Predajná";603;"Brezno";6;"Banskobystrickı kraj";"obec";;-394081.82;-1221498.47
513962;"Diviaky nad Nitricou";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-465350.27;-1221295.5
505072;"Malá Hradná";301;"Bánovce nad Bebravou";3;"Trenèiansky kraj";"obec";;-489546.19;-1219805.85
524883;"Mirkovce";707;"Prešov";7;"Prešovskı kraj";"obec";;-256821.98;-1221176.96
505412;"Prusy";301;"Bánovce nad Bebravou";3;"Trenèiansky kraj";"obec";;-482342.27;-1220762.28
543535;"Slovinky";810;"Spišská Nová Ves";8;"Košickı  kraj";"obec";;-292297.55;-1220526.25
505790;"Zlatníky";301;"Bánovce nad Bebravou";3;"Trenèiansky kraj";"obec";;-493094.15;-1224950.06
511447;"Hradište";607;"Poltár";6;"Banskobystrickı kraj";"obec";;-377246.81;-1258586.28
516627;"Banská Belá";602;"Banská Štiavnica";6;"Banskobystrickı kraj";"obec";;-435612.86;-1256168.04
511374;"Kotmanová";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-387791.63;-1258540.17
517330;"Ve¾ká Lehota";612;"arnovica";6;"Banskobystrickı kraj";"obec";;-463104.64;-1255477.97
506851;"Buèany";207;"Trnava";2;"Trnavskı kraj";"obec";;-527011.07;-1254723.32
507881;"Dubová";107;"Pezinok";1;"Bratislavskı kraj";"obec";;-554001.32;-1257856.61
506745;"Trnava";207;"Trnava";2;"Trnavskı kraj";"krajské mesto";;-535605.41;-1258225.81
559831;"Boèiar";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-265121.75;-1253782.64
511641;"Mıtna";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-389942.45;-1260415.46
528331;"Drahòov";807;"Michalovce";8;"Košickı  kraj";"obec";;-211216.73;-1256028.01
500640;"Nové Sady";403;"Nitra";4;"Nitriansky  kraj";"obec";;-506419.36;-1256842.07
500429;"Kosto¾any pod Tribeèom";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-486865.32;-1258709.93
508101;"Modra";107;"Pezinok";1;"Bratislavskı kraj";"mesto";;-556834.04;-1261117.45
518794;"Slatinské Lazy";604;"Detva";6;"Banskobystrickı kraj";"obec";;-408090.39;-1255453.26
522911;"Pinkovce";809;"Sobrance";8;"Košickı  kraj";"obec";;-195113.2;-1255073.16
500534;"Malé Záluie";403;"Nitra";4;"Nitriansky  kraj";"obec";;-505763.66;-1254671.0
521388;"Gyòov";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-260083.92;-1254115.14
508161;"Pernek";106;"Malacky";1;"Bratislavskı kraj";"obec";;-568580.99;-1256313.82
525901;"Licince";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-334514.57;-1256005.04
521566;"Komárovce";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-273677.87;-1255458.82
505471;"Slatina nad Bebravou";301;"Bánovce nad Bebravou";3;"Trenèiansky kraj";"obec";;-481496.65;-1212151.87
528137;"Beša";807;"Michalovce";8;"Košickı  kraj";"obec";;-212280.31;-1262192.61
543900;"Ve¾kı Horeš";811;"Trebišov";8;"Košickı  kraj";"obec";;-215929.71;-1278764.23
525006;"Peèovská Nová Ves";708;"Sabinov";7;"Prešovskı kraj";"obec";;-276575.32;-1194190.57
543462;"Po¾anovce";704;"Levoèa";7;"Prešovskı kraj";"obec";;-291605.76;-1204351.99
513407;"Mojtín";308;"Púchov";3;"Trenèiansky kraj";"obec";;-470108.36;-1196633.37
524727;"Lada";707;"Prešov";7;"Prešovskı kraj";"obec";;-253934.52;-1203830.31
516589;"iar nad Hronom";613;"iar nad Hronom";6;"Banskobystrickı kraj";"okresné mesto";;-440721.91;-1242785.79
522287;"Bajany";807;"Michalovce";8;"Košickı  kraj";"obec";;-200716.99;-1255096.79
505056;"¼utov";301;"Bánovce nad Bebravou";3;"Trenèiansky kraj";"obec";;-480786.54;-1218891.46
555886;"Èechynce";403;"Nitra";4;"Nitriansky  kraj";"obec";;-494744.33;-1276152.51
524247;"Brezovièka";708;"Sabinov";7;"Prešovskı kraj";"obec";;-290058.23;-1192770.6
512061;"Benice";506;"Martin";5;"ilinskı kraj";"obec";;-435604.38;-1198182.0
505480;"Slatinka nad Bebravou";301;"Bánovce nad Bebravou";3;"Trenèiansky kraj";"obec";;-483029.22;-1210927.08
581488;"Zvonèín";207;"Trnava";2;"Trnavskı kraj";"obec";;-541356.96;-1255185.36
508349;"Vysoká pri Morave";106;"Malacky";1;"Bratislavskı kraj";"obec";;-586270.26;-1258810.42
